time,elapsed_seconds,message
12:44:36,0.0093138,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:36,0.0273155,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:36,5.1e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:36,1.44e-05,starting REDSVD
12:44:36,0.0008364,retrieving REDSVD components
12:44:36,4.15e-05,triming REDSVD components to 27elements
12:44:36,3.6e-05,done REDSVD
12:44:36,1.16e-05,SVD factorization complete
12:44:36,0.0016441,commencing linear algebra multiplication to compute ugrade
12:44:36,2.07e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:36,1.71e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:36,1.64e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:36,0.00974,linear algebra multiplication to compute ugrade complete
12:44:36,0.0016591,error computing upgrade vector for lambda 0.1, skipping : not normal floating point in upgrade pars: RCR7D,
12:44:36,0.0001162,beginning upgrade vector calculations, lambda = 1
12:44:36,0.0002374,commencing calculation of upgrade vector
12:44:36,0.150822,forming JtQJ matrix
12:44:36,0.0291253,commencing to scale JtQJ matrix- first SVD...
12:44:36,5.59e-05,starting REDSVD
12:44:36,0.0006442,retrieving REDSVD components
12:44:36,4.45e-05,triming REDSVD components to 27elements
12:44:36,3.53e-05,done REDSVD
12:44:36,0.0001028,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:36,1.1e-05,JS
12:44:36,0.0124784,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:36,0.0348353,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:36,5.18e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:36,1.61e-05,starting REDSVD
12:44:36,0.0008077,retrieving REDSVD components
12:44:36,5.08e-05,triming REDSVD components to 27elements
12:44:36,4.22e-05,done REDSVD
12:44:36,1.35e-05,SVD factorization complete
12:44:36,0.0016559,commencing linear algebra multiplication to compute ugrade
12:44:36,2.47e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:36,1.69e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:36,1.63e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:36,0.01043,linear algebra multiplication to compute ugrade complete
12:44:36,0.0010609,commencing check of parameter bounds and gradients
12:44:36,4.96e-05,commencing calculation of upgrade vector
12:44:37,0.16324,forming JtQJ matrix
12:44:37,0.0319922,commencing to scale JtQJ matrix- first SVD...
12:44:37,6.42e-05,starting REDSVD
12:44:37,0.0008037,retrieving REDSVD components
12:44:37,5.5e-05,triming REDSVD components to 27elements
12:44:37,4.82e-05,done REDSVD
12:44:37,0.0001359,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,1.44e-05,JS
12:44:37,0.0111691,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:37,0.0296702,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,5.39e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:37,1.44e-05,starting REDSVD
12:44:37,0.0008015,retrieving REDSVD components
12:44:37,4.75e-05,triming REDSVD components to 27elements
12:44:37,4.11e-05,done REDSVD
12:44:37,1.31e-05,SVD factorization complete
12:44:37,0.0016472,commencing linear algebra multiplication to compute ugrade
12:44:37,1.67e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:37,1.56e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:37,1.59e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:37,0.0097536,linear algebra multiplication to compute ugrade complete
12:44:37,0.0013911,error computing upgrade vector for lambda 1, skipping : not normal floating point in upgrade pars: RCR7D,
12:44:37,3.83e-05,beginning upgrade vector calculations, lambda = 10
12:44:37,7.71e-05,commencing calculation of upgrade vector
12:44:37,0.129092,forming JtQJ matrix
12:44:37,0.0284415,commencing to scale JtQJ matrix- first SVD...
12:44:37,5.7e-05,starting REDSVD
12:44:37,0.0006947,retrieving REDSVD components
12:44:37,4.69e-05,triming REDSVD components to 27elements
12:44:37,4.24e-05,done REDSVD
12:44:37,0.0001308,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,1.5e-05,JS
12:44:37,0.0102549,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:37,0.0294498,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,0.0001315,commencing SVD factorization of lambda-scaled JtQJ
12:44:37,1.96e-05,starting REDSVD
12:44:37,0.0007184,retrieving REDSVD components
12:44:37,4.41e-05,triming REDSVD components to 27elements
12:44:37,3.73e-05,done REDSVD
12:44:37,1.18e-05,SVD factorization complete
12:44:37,0.0014902,commencing linear algebra multiplication to compute ugrade
12:44:37,1.48e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:37,1.38e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:37,1.41e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:37,0.0099737,linear algebra multiplication to compute ugrade complete
12:44:37,0.0004854,commencing check of parameter bounds and gradients
12:44:37,3.8e-05,commencing calculation of upgrade vector
12:44:37,0.128615,forming JtQJ matrix
12:44:37,0.0286991,commencing to scale JtQJ matrix- first SVD...
12:44:37,5.23e-05,starting REDSVD
12:44:37,0.0005735,retrieving REDSVD components
12:44:37,3.87e-05,triming REDSVD components to 27elements
12:44:37,3.84e-05,done REDSVD
12:44:37,9.56e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,1.02e-05,JS
12:44:37,0.0094248,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:37,0.0281059,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,5.52e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:37,1.5e-05,starting REDSVD
12:44:37,0.0008611,retrieving REDSVD components
12:44:37,4.46e-05,triming REDSVD components to 27elements
12:44:37,4.17e-05,done REDSVD
12:44:37,1.41e-05,SVD factorization complete
12:44:37,0.0016567,commencing linear algebra multiplication to compute ugrade
12:44:37,1.66e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:37,2.42e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:37,1.3e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:37,0.0101199,linear algebra multiplication to compute ugrade complete
12:44:37,0.0005969,commencing check of parameter bounds
12:44:37,3.2e-05,limiting out of bounds pars
12:44:37,4.39e-05,change limit/bound enforement for lambda 10: upper change limit,RCR4D, scaling factor: 1.07499e-233
12:44:37,0.0009773,checking for denormal floating point values
12:44:37,2.13e-05,transforming upgrade pars to model pars
12:44:37,1.72e-05,writing upgrade vector to csv file
12:44:37,0.0091223,beginning upgrade vector calculations, lambda = 100
12:44:37,0.0001963,commencing calculation of upgrade vector
12:44:37,0.13444,forming JtQJ matrix
12:44:37,0.0300911,commencing to scale JtQJ matrix- first SVD...
12:44:37,5.59e-05,starting REDSVD
12:44:37,0.0007632,retrieving REDSVD components
12:44:37,4.8e-05,triming REDSVD components to 27elements
12:44:37,4.25e-05,done REDSVD
12:44:37,0.000123,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,1.3e-05,JS
12:44:37,0.0099583,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:37,0.028784,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:37,5.29e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:37,1.51e-05,starting REDSVD
12:44:37,0.0007875,retrieving REDSVD components
12:44:37,4.25e-05,triming REDSVD components to 27elements
12:44:37,3.65e-05,done REDSVD
12:44:37,1.19e-05,SVD factorization complete
12:44:37,0.0013687,commencing linear algebra multiplication to compute ugrade
12:44:37,1.36e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:37,1.27e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:37,1.27e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:37,0.0096439,linear algebra multiplication to compute ugrade complete
12:44:37,0.0008389,commencing check of parameter bounds and gradients
12:44:37,4.21e-05,commencing calculation of upgrade vector
12:44:38,0.150853,forming JtQJ matrix
12:44:38,0.0316668,commencing to scale JtQJ matrix- first SVD...
12:44:38,6.15e-05,starting REDSVD
12:44:38,0.0007061,retrieving REDSVD components
12:44:38,5.07e-05,triming REDSVD components to 27elements
12:44:38,4.37e-05,done REDSVD
12:44:38,0.0001216,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,1.3e-05,JS
12:44:38,0.0102771,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:38,0.0317305,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,7.62e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:38,2.28e-05,starting REDSVD
12:44:38,0.0010118,retrieving REDSVD components
12:44:38,8.02e-05,triming REDSVD components to 27elements
12:44:38,5.11e-05,done REDSVD
12:44:38,1.56e-05,SVD factorization complete
12:44:38,0.0019213,commencing linear algebra multiplication to compute ugrade
12:44:38,2.47e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:38,1.66e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:38,1.65e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:38,0.010873,linear algebra multiplication to compute ugrade complete
12:44:38,0.0010397,commencing check of parameter bounds
12:44:38,3.91e-05,limiting out of bounds pars
12:44:38,5.54e-05,change limit/bound enforement for lambda 100: upper change limit,RCR4D, scaling factor: 5.81269e-89
12:44:38,0.0008708,checking for denormal floating point values
12:44:38,6.39e-05,transforming upgrade pars to model pars
12:44:38,4.22e-05,writing upgrade vector to csv file
12:44:38,0.0018164,beginning upgrade vector calculations, lambda = 1000
12:44:38,8.44e-05,commencing calculation of upgrade vector
12:44:38,0.126616,forming JtQJ matrix
12:44:38,0.0273176,commencing to scale JtQJ matrix- first SVD...
12:44:38,5.28e-05,starting REDSVD
12:44:38,0.0006503,retrieving REDSVD components
12:44:38,4.46e-05,triming REDSVD components to 27elements
12:44:38,4.49e-05,done REDSVD
12:44:38,0.0001208,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,1.27e-05,JS
12:44:38,0.0092936,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:38,0.0269226,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,5.08e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:38,1.28e-05,starting REDSVD
12:44:38,0.0007981,retrieving REDSVD components
12:44:38,4.53e-05,triming REDSVD components to 27elements
12:44:38,4.37e-05,done REDSVD
12:44:38,1.31e-05,SVD factorization complete
12:44:38,0.0016795,commencing linear algebra multiplication to compute ugrade
12:44:38,1.63e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:38,1.56e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:38,1.6e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:38,0.0098191,linear algebra multiplication to compute ugrade complete
12:44:38,0.0008776,commencing check of parameter bounds and gradients
12:44:38,4.37e-05,commencing calculation of upgrade vector
12:44:38,0.124072,forming JtQJ matrix
12:44:38,0.0294071,commencing to scale JtQJ matrix- first SVD...
12:44:38,5.56e-05,starting REDSVD
12:44:38,0.0007394,retrieving REDSVD components
12:44:38,4.39e-05,triming REDSVD components to 27elements
12:44:38,4.48e-05,done REDSVD
12:44:38,0.0001223,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,1.27e-05,JS
12:44:38,0.0114189,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:44:38,0.0312324,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35
12:44:38,5.2e-05,commencing SVD factorization of lambda-scaled JtQJ
12:44:38,1.48e-05,starting REDSVD
12:44:38,0.0007998,retrieving REDSVD components
12:44:38,4.99e-05,triming REDSVD components to 27elements
12:44:38,4.1e-05,done REDSVD
12:44:38,1.34e-05,SVD factorization complete
12:44:38,0.0016337,commencing linear algebra multiplication to compute ugrade
12:44:38,1.81e-05,S info: rows = 41: cols = 41: size = 1681: nonzeros = 35Vt info: rows = 27: cols = 41: size = 1107: nonzeros = 945
12:44:38,1.5e-05,U info: rows = 41: cols = 27: size = 1107: nonzeros = 945
12:44:38,1.43e-05,jac info: rows = 12076: cols = 41: size = 495116: nonzeros = 279668
12:44:38,0.0096936,linear algebra multiplication to compute ugrade complete
12:44:38,0.0005273,commencing check of parameter bounds
12:44:38,3.66e-05,limiting out of bounds pars
12:44:38,5.46e-05,change limit/bound enforement for lambda 1000: upper change limit,RCS2W, scaling factor: 5.45758e-32
12:44:38,0.0011242,checking for denormal floating point values
12:44:38,2.81e-05,transforming upgrade pars to model pars
12:44:38,2.04e-05,writing upgrade vector to csv file
12:44:38,0.0155524,LinearAnalysis::glm_iter_fosm
12:44:38,0.0053634,starting FOSM uncertainty analyses for iteration 1
12:44:38,0.157498,loading obscov
12:44:38,0.0025046,loading parcov
12:44:38,0.0008605,setting predictions
12:44:38,2.68e-05,set_predictions
12:44:38,0.0037167,extracting prediction Q1 from jacobian
12:44:38,0.0705844,Prediction Q1 has no non-zero entries in jacobian row/
12:44:38,7.56e-05,extracting prediction Q2 from jacobian
12:44:38,0.0708201,Prediction Q2 has no non-zero entries in jacobian row/
12:44:38,7.57e-05,extracting prediction Q3 from jacobian
12:44:38,0.0802835,extracting prediction Q4 from jacobian
12:44:39,0.0858367,extracting prediction Q5 from jacobian
12:44:39,0.0821228,extracting prediction Q6 from jacobian
12:44:39,0.0724929,extracting prediction Q7 from jacobian
12:44:39,0.0712083,extracting prediction Q8 from jacobian
12:44:39,0.0708229,extracting prediction Q9 from jacobian
12:44:39,0.0707525,extracting prediction Q10 from jacobian
12:44:39,0.0689782,extracting prediction Q11 from jacobian
12:44:39,0.0714466,extracting prediction Q12 from jacobian
12:44:39,0.0722078,extracting prediction Q13 from jacobian
12:44:39,0.0706257,extracting prediction Q14 from jacobian
12:44:39,0.0894075,extracting prediction Q15 from jacobian
12:44:39,0.0707244,extracting prediction Q16 from jacobian
12:44:39,0.069834,extracting prediction Q17 from jacobian
12:44:40,0.0863508,extracting prediction Q18 from jacobian
12:44:40,0.082697,extracting prediction Q19 from jacobian
12:44:40,0.0765953,extracting prediction Q20 from jacobian
12:44:40,0.07234,extracting prediction Q21 from jacobian
12:44:40,0.0696347,extracting prediction Q22 from jacobian
12:44:40,0.0753644,extracting prediction Q23 from jacobian
12:44:40,0.0745728,extracting prediction Q24 from jacobian
12:44:40,0.0743679,extracting prediction Q25 from jacobian
12:44:40,0.0740742,extracting prediction Q26 from jacobian
12:44:40,0.0762352,extracting prediction Q27 from jacobian
12:44:40,0.075979,extracting prediction Q28 from jacobian
12:44:40,0.0745242,extracting prediction Q29 from jacobian
12:44:40,0.0725583,extracting prediction Q30 from jacobian
12:44:40,0.0764174,extracting prediction Q31 from jacobian
12:44:41,0.0791082,extracting prediction Q32 from jacobian
12:44:41,0.0802563,extracting prediction Q33 from jacobian
12:44:41,0.0772414,extracting prediction Q34 from jacobian
12:44:41,0.0758385,extracting prediction Q35 from jacobian
12:44:41,0.0786333,extracting prediction Q36 from jacobian
12:44:41,0.0763777,extracting prediction Q37 from jacobian
12:44:41,0.0812366,extracting prediction Q38 from jacobian
12:44:41,0.0774678,extracting prediction Q39 from jacobian
12:44:41,0.0692362,extracting prediction Q40 from jacobian
12:44:41,0.0711235,extracting prediction Q41 from jacobian
12:44:41,0.0724489,extracting prediction Q42 from jacobian
12:44:41,0.0699958,extracting prediction Q43 from jacobian
12:44:41,0.0814817,extracting prediction Q44 from jacobian
12:44:42,0.0784776,extracting prediction Q45 from jacobian
12:44:42,0.0788848,extracting prediction Q46 from jacobian
12:44:42,0.0728376,extracting prediction Q47 from jacobian
12:44:42,0.07067,extracting prediction Q48 from jacobian
12:44:42,0.0731688,extracting prediction Q49 from jacobian
12:44:42,0.0714997,extracting prediction Q50 from jacobian
12:44:42,0.0741467,extracting prediction Q51 from jacobian
12:44:42,0.0744077,extracting prediction Q52 from jacobian
12:44:42,0.0764662,extracting prediction Q53 from jacobian
12:44:42,0.0747071,extracting prediction Q54 from jacobian
12:44:42,0.0720648,extracting prediction Q55 from jacobian
12:44:42,0.0734498,extracting prediction Q56 from jacobian
12:44:42,0.0966361,extracting prediction Q57 from jacobian
12:44:43,0.0861535,extracting prediction Q58 from jacobian
12:44:43,0.0837789,extracting prediction Q59 from jacobian
12:44:43,0.0848707,extracting prediction Q61 from jacobian
12:44:43,0.0791134,extracting prediction Q62 from jacobian
12:44:43,0.074446,extracting prediction Q63 from jacobian
12:44:43,0.0745489,extracting prediction Q64 from jacobian
12:44:43,0.0748437,extracting prediction Q65 from jacobian
12:44:43,0.0744777,extracting prediction Q66 from jacobian
12:44:43,0.07286,extracting prediction Q67 from jacobian
12:44:43,0.077054,extracting prediction Q68 from jacobian
12:44:43,0.0744712,extracting prediction Q69 from jacobian
12:44:43,0.0731853,extracting prediction Q70 from jacobian
12:44:43,0.076045,extracting prediction Q71 from jacobian
12:44:44,0.0806622,extracting prediction Q72 from jacobian
12:44:44,0.07889,extracting prediction Q73 from jacobian
12:44:44,0.0763674,extracting prediction Q74 from jacobian
12:44:44,0.0733815,extracting prediction Q75 from jacobian
12:44:44,0.074315,extracting prediction Q76 from jacobian
12:44:44,0.0744521,extracting prediction Q77 from jacobian
12:44:44,0.0740559,extracting prediction Q78 from jacobian
12:44:44,0.0747533,extracting prediction Q79 from jacobian
12:44:44,0.0744786,extracting prediction Q80 from jacobian
12:44:44,0.0769597,extracting prediction Q81 from jacobian
12:44:44,0.0749902,extracting prediction Q82 from jacobian
12:44:44,0.0736612,extracting prediction Q83 from jacobian
12:44:44,0.0763695,extracting prediction Q84 from jacobian
12:44:45,0.0805702,extracting prediction Q85 from jacobian
12:44:45,0.0776235,extracting prediction Q86 from jacobian
12:44:45,0.0775733,extracting prediction Q87 from jacobian
12:44:45,0.0795386,extracting prediction Q88 from jacobian
12:44:45,0.0738657,extracting prediction Q89 from jacobian
12:44:45,0.0745663,extracting prediction Q90 from jacobian
12:44:45,0.0747589,extracting prediction Q91 from jacobian
12:44:45,0.074886,extracting prediction Q92 from jacobian
12:44:45,0.0748319,extracting prediction Q93 from jacobian
12:44:45,0.0848327,extracting prediction Q94 from jacobian
12:44:45,0.0762925,extracting prediction Q95 from jacobian
12:44:45,0.0714527,extracting prediction Q96 from jacobian
12:44:45,0.0760703,extracting prediction Q97 from jacobian
12:44:46,0.098754,extracting prediction Q98 from jacobian
12:44:46,0.0996315,extracting prediction Q99 from jacobian
12:44:46,0.0982436,parameter fosm calcs
12:44:46,6.04e-05,LinearAnalysis::calc_posterior
12:44:46,1.58e-05,LinearAnalysis::align
12:44:46,0.0259111,LinearAnalysis::prior_prediction_variance()::invert obscov
12:44:46,6.54e-05,inverting diagonal matrix in place
12:44:46,0.0009445,LinearAnalysis::calc_posterior() form JtQJ
12:44:46,0.0543628,LinearAnalysis::calc_posterior() invert prior parcov
12:44:46,0.0001056,LinearAnalysis::calc_posterior() form posterior parcov
12:44:46,7.22e-05,LinearAnalysis::calc_posterior() invert posterior parcov
12:44:46,1.62e-05,inverting non-diagonal matrix in place
12:44:46,0.0161105,forecast FOSM calcs
12:44:46,0.0030003,LinearAnalysis::prior_prediction_variance
12:44:46,0.0013258,LinearAnalysis::prior_prediction_variance
12:45:03,17.2769,completed iteration 2
12:45:04,0.746432,beginning iteration 3
12:45:04,0.0002023,commencing to build jacobian parameter sets
12:45:04,0.0612679,jacobian parameter sets built, commencing model runs
12:46:17,73.0061,jacobian runs complete, processing runs
12:46:18,0.968314,processing jacobian runs complete
12:46:18,6.67e-05,saving jacobian and sen files
12:46:18,0.222313,commencing calculation of upgrade vector
12:46:18,0.135835,forming JtQJ matrix
12:46:18,0.0504573,commencing to scale JtQJ matrix- first SVD...
12:46:18,5.93e-05,starting REDSVD
12:46:18,0.0010354,retrieving REDSVD components
12:46:18,5.46e-05,triming REDSVD components to 34elements
12:46:18,5.29e-05,done REDSVD
12:46:18,0.0002043,S info: rows = 46: cols = 46: size = 2116: nonzeros = 46
12:46:18,1.39e-05,JS
12:46:18,0.0155777,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:46:18,0.0505133,S info: rows = 46: cols = 46: size = 2116: nonzeros = 46
12:46:18,4.77e-05,commencing SVD factorization of lambda-scaled JtQJ
12:46:18,1.47e-05,starting REDSVD
12:46:18,0.0012399,retrieving REDSVD components
12:46:18,5.96e-05,triming REDSVD components to 33elements
12:46:18,6e-05,done REDSVD
12:46:18,1.36e-05,SVD factorization complete
12:46:18,0.0022048,commencing linear algebra multiplication to compute ugrade
12:46:18,1.71e-05,S info: rows = 46: cols = 46: size = 2116: nonzeros = 46Vt info: rows = 33: cols = 46: size = 1518: nonzeros = 1518
12:46:18,1.55e-05,U info: rows = 46: cols = 33: size = 1518: nonzeros = 1518
12:46:18,1.59e-05,jac info: rows = 12076: cols = 46: size = 555496: nonzeros = 410450
12:46:18,0.0134671,linear algebra multiplication to compute ugrade complete
12:46:18,0.0007573,commencing check of parameter bounds and gradients
12:46:18,0.0104402,beginning upgrade vector calculations, lambda = 0.1
12:46:18,0.0002004,commencing calculation of upgrade vector
12:46:19,0.160679,forming JtQJ matrix
12:46:19,0.0416029,commencing to scale JtQJ matrix- first SVD...
12:46:19,5.42e-05,starting REDSVD
12:46:19,0.000665,retrieving REDSVD components
12:46:19,4.43e-05,triming REDSVD components to 30elements
12:46:19,4.11e-05,done REDSVD
12:46:19,0.0001503,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,2.31e-05,JS
12:46:19,0.0120901,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:46:19,0.0418607,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,5.17e-05,commencing SVD factorization of lambda-scaled JtQJ
12:46:19,1.4e-05,starting REDSVD
12:46:19,0.000969,retrieving REDSVD components
12:46:19,5.23e-05,triming REDSVD components to 29elements
12:46:19,4.73e-05,done REDSVD
12:46:19,1.31e-05,SVD factorization complete
12:46:19,0.0019011,commencing linear algebra multiplication to compute ugrade
12:46:19,1.68e-05,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42Vt info: rows = 29: cols = 42: size = 1218: nonzeros = 1218
12:46:19,1.55e-05,U info: rows = 42: cols = 29: size = 1218: nonzeros = 1218
12:46:19,1.59e-05,jac info: rows = 12076: cols = 42: size = 507192: nonzeros = 375310
12:46:19,0.0121314,linear algebra multiplication to compute ugrade complete
12:46:19,0.0012337,commencing check of parameter bounds and gradients
12:46:19,4.92e-05,commencing calculation of upgrade vector
12:46:19,0.174365,forming JtQJ matrix
12:46:19,0.0466705,commencing to scale JtQJ matrix- first SVD...
12:46:19,6.43e-05,starting REDSVD
12:46:19,0.0007727,retrieving REDSVD components
12:46:19,5.67e-05,triming REDSVD components to 30elements
12:46:19,5.21e-05,done REDSVD
12:46:19,0.0001701,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,1.38e-05,JS
12:46:19,0.012774,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:46:19,0.0444416,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,6.64e-05,commencing SVD factorization of lambda-scaled JtQJ
12:46:19,2.61e-05,starting REDSVD
12:46:19,0.0019202,retrieving REDSVD components
12:46:19,0.0001311,triming REDSVD components to 29elements
12:46:19,8.73e-05,done REDSVD
12:46:19,2.85e-05,SVD factorization complete
12:46:19,0.0037384,commencing linear algebra multiplication to compute ugrade
12:46:19,4.41e-05,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42Vt info: rows = 29: cols = 42: size = 1218: nonzeros = 1218
12:46:19,3.69e-05,U info: rows = 42: cols = 29: size = 1218: nonzeros = 1218
12:46:19,4.27e-05,jac info: rows = 12076: cols = 42: size = 507192: nonzeros = 375310
12:46:19,0.0139146,linear algebra multiplication to compute ugrade complete
12:46:19,0.0013558,error computing upgrade vector for lambda 0.1, skipping : not normal floating point in upgrade pars: RCR8D,
12:46:19,3.42e-05,beginning upgrade vector calculations, lambda = 1
12:46:19,8.72e-05,commencing calculation of upgrade vector
12:46:19,0.172301,forming JtQJ matrix
12:46:19,0.0427196,commencing to scale JtQJ matrix- first SVD...
12:46:19,6.02e-05,starting REDSVD
12:46:19,0.0007557,retrieving REDSVD components
12:46:19,4.8e-05,triming REDSVD components to 30elements
12:46:19,4.84e-05,done REDSVD
12:46:19,0.0001568,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,2.21e-05,JS
12:46:19,0.012047,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:46:19,0.0426628,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,5.01e-05,commencing SVD factorization of lambda-scaled JtQJ
12:46:19,1.38e-05,starting REDSVD
12:46:19,0.0009481,retrieving REDSVD components
12:46:19,4.53e-05,triming REDSVD components to 29elements
12:46:19,4.07e-05,done REDSVD
12:46:19,1.22e-05,SVD factorization complete
12:46:19,0.0014739,commencing linear algebra multiplication to compute ugrade
12:46:19,1.33e-05,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42Vt info: rows = 29: cols = 42: size = 1218: nonzeros = 1218
12:46:19,1.22e-05,U info: rows = 42: cols = 29: size = 1218: nonzeros = 1218
12:46:19,1.25e-05,jac info: rows = 12076: cols = 42: size = 507192: nonzeros = 375310
12:46:19,0.0119705,linear algebra multiplication to compute ugrade complete
12:46:19,0.0012012,commencing check of parameter bounds and gradients
12:46:19,4.66e-05,commencing calculation of upgrade vector
12:46:19,0.179626,forming JtQJ matrix
12:46:19,0.0435699,commencing to scale JtQJ matrix- first SVD...
12:46:19,5.87e-05,starting REDSVD
12:46:19,0.0007665,retrieving REDSVD components
12:46:19,4.78e-05,triming REDSVD components to 30elements
12:46:19,4.41e-05,done REDSVD
12:46:19,0.0001608,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:19,1.33e-05,JS
12:46:20,0.0122011,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:46:20,0.0425537,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42
12:46:20,5.45e-05,commencing SVD factorization of lambda-scaled JtQJ
12:46:20,1.39e-05,starting REDSVD
12:46:20,0.0009886,retrieving REDSVD components
12:46:20,4.55e-05,triming REDSVD components to 29elements
12:46:20,4.11e-05,done REDSVD
12:46:20,1.12e-05,SVD factorization complete
12:46:20,0.0016251,commencing linear algebra multiplication to compute ugrade
12:46:20,1.49e-05,S info: rows = 42: cols = 42: size = 1764: nonzeros = 42Vt info: rows = 29: cols = 42: size = 1218: nonzeros = 1218
12:46:20,1.39e-05,U info: rows = 42: cols = 29: size = 1218: nonzeros = 1218
12:46:20,1.43e-05,jac info: rows = 12076: cols = 42: size = 507192: nonzeros = 375310
