,1890,1891,1933,1934,2040
2004-09-27,0.6677513629198074,0.6677513629198074,0.3362237811088562,0.4060475592161047,0.0
2004-09-28,0.7403652852773667,0.7403652852773667,0.058245022109774655,0.17870886196350227,0.6206095707416535
2004-09-29,0.6433005470037461,0.6433005470037461,0.5936802634804748,0.6433005470037461,0.5734248661994934
2004-09-30,0.9192904424667359,0.9192904424667359,0.3199737401895745,0.3814972826119127,0.6492758953571319
2004-10-01,0.8275756138563156,0.8275756138563156,0.527968596538832,0.5818493329656534,0.5465578317642211
2004-10-02,0.9159851086139679,0.9159851086139679,0.3667867768642514,0.6637675026470218,0.5911900439858436
2004-10-03,0.7432075983285904,0.7432075983285904,0.2753911736399628,0.7432075983285904,0.0
2004-10-04,0.7821402192115784,0.7821402192115784,0.6805732871210851,0.6022897528266085,0.0
2004-10-05,0.6781729370355606,0.6781729370355606,0.0,0.6685327882396764,0.0
2004-10-06,0.8552996695041656,0.8552996695041656,0.7154365193843841,0.6752321307206975,0.0
2004-10-07,0.0,0.0,0.0,0.0,0.0
2004-10-08,0.7253070122003555,0.7253070122003555,0.6481920986120089,0.6468612635135651,0.5670963743329048
2004-10-09,0.0,0.0,0.0,0.0,0.0
2004-10-10,0.6185882180929184,0.6185882180929184,0.0,0.6101250207732463,0.0
2004-10-11,0.0,0.0,0.0,0.0,0.0
2004-10-12,0.6602846837043762,0.6602846837043762,0.0,0.49448818564414976,0.0
2004-10-13,0.0,0.0,0.0,0.0,0.0
2004-10-14,0.5139101052284241,0.5139101052284241,0.0,0.5139101052284241,0.0
2004-10-15,0.7635147386789322,0.7635147386789322,0.34991110604862835,0.6716142690181732,0.0
2004-10-16,0.7723719948530197,0.7723719948530197,0.0,0.6180353374830607,0.0
2004-10-17,0.675090747475624,0.675090747475624,0.32871747190176054,0.6924146130681038,0.0
2004-10-18,0.8862111401557922,0.8862111401557922,0.3150811436564423,0.5388670072576095,0.0
2004-10-19,0.6510420817136764,0.6510420817136764,0.0,0.5848065531664881,0.0
2004-10-20,0.8288343524932861,0.8288343524932861,0.5172106287368508,0.6686230322821386,0.0
2004-10-21,0.0,0.0,0.0,0.0,0.0
2004-10-22,0.0,0.0,0.23688622893289077,0.3986304797797368,0.0
2004-10-23,0.6305538439750671,0.6305538439750671,0.0,0.15220265199398172,0.0
2004-10-24,0.642497256398201,0.642497256398201,0.0,0.5451317709684371,0.0
2004-10-25,0.7264436489343643,0.7264436489343643,0.0,0.5223453417420387,0.0
2004-10-26,0.0,0.0,0.0,0.0,0.0
2004-10-27,0.8826817965507507,0.8826817965507507,0.0,0.568773921974774,0.5032335451245308
2004-10-28,0.0,0.0,0.0,0.0,0.0
2004-10-29,0.7409950512647628,0.7409950512647628,0.24810856939748271,0.5621341768215442,0.0
2004-10-30,0.570811755657196,0.570811755657196,0.0,0.43302960773994187,0.0
2004-10-31,0.6949496519565582,0.6949496519565582,0.27945799942626504,0.6394134801626206,0.0
2004-11-01,0.6431857293844223,0.6431857293844223,0.0,0.6431857293844223,0.0
2004-11-02,0.0,0.0,0.0,0.0,0.0
2004-11-03,0.0,0.0,0.0,0.0,0.0
2004-11-04,0.0,0.0,0.0,0.0,0.0
2004-11-05,0.6703405290842056,0.6703405290842056,0.0,0.6291401159763336,0.0
2004-11-06,0.0,0.0,0.0,0.0,0.0
2004-11-07,0.0,0.0,0.0,0.0,0.0
2004-11-08,0.5996252444386482,0.5996252444386482,0.60605684338614,0.583817050755024,0.5940044820308685
2004-11-09,0.4953084248304367,0.4953084248304367,0.0,0.4366684841904147,0.0
2004-11-10,0.615329258441925,0.615329258441925,0.0,0.4668015064042189,0.0
2004-11-11,0.0,0.0,0.0,0.0,0.0
2004-11-12,0.0,0.0,0.0,0.0,0.0
2004-11-13,0.0,0.0,0.06308963260678357,0.0,0.0
2004-11-14,0.6550312727689743,0.6550312727689743,0.7126215991308523,0.6582912421226501,0.0
2004-11-15,0.9330811059474945,0.9330811059474945,0.8904308319091797,0.8986722415685653,0.0
2004-11-16,0.8243507677316665,0.8243507677316665,0.0,0.0,0.0
2004-11-17,0.0,0.0,0.27793780817541963,0.0,0.0
2004-11-18,0.6447284829616546,0.6447284829616546,0.24731781621311982,0.6554074292963948,0.0
2004-11-19,0.6515839314460754,0.6515839314460754,0.0,0.6385827112197876,0.0
2004-11-20,0.0,0.0,0.0,0.0,0.0
2004-11-21,0.5415509685873985,0.5415509685873985,0.0,0.5488788248752725,0.0
2004-11-22,0.0,0.0,0.0,0.0,0.0
2004-11-23,0.0,0.0,0.0,0.0,0.0
2004-11-24,0.0,0.0,0.0,0.0,0.0
2004-11-25,0.0,0.0,0.0,0.0,0.0
2004-11-26,0.0,0.0,0.0,0.0,0.0
2004-11-27,0.0,0.0,0.0,0.0,0.0
2004-11-28,0.0,0.0,0.0,0.0,0.0
2004-11-29,0.0,0.0,0.0,0.0,0.0
2004-11-30,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.0,0.0
2004-12-02,0.0,0.0,0.0,0.0,0.0
2004-12-03,0.0,0.0,0.0,0.0,0.0
2004-12-04,0.0,0.0,0.0,0.0,0.0
2004-12-05,0.0,0.0,0.0,0.0,0.0
2004-12-06,0.0,0.0,0.0,0.0,0.0
2004-12-07,0.0,0.0,0.0,0.0,0.0
2004-12-08,0.0,0.0,0.0,0.0,0.0
2004-12-09,0.0,0.0,0.0,0.0,0.0
2004-12-10,0.0,0.0,0.0,0.0,0.0
2004-12-11,0.0,0.0,0.0,0.0,0.0
2004-12-12,0.0,0.0,0.0,0.0,0.0
2004-12-13,0.0,0.0,0.0,0.0,0.0
2004-12-14,0.0,0.0,0.0,0.0,0.0
2004-12-15,0.0,0.0,0.0,0.0,0.0
2004-12-16,0.0,0.0,0.0,0.0,0.0
2004-12-17,0.0,0.0,0.0,0.0,0.0
2004-12-18,0.0,0.0,0.0,0.0,0.0
2004-12-19,0.0,0.0,0.0,0.0,0.0
2004-12-20,0.0,0.0,0.0,0.0,0.0
2004-12-21,0.0,0.0,0.0,0.0,0.0
2004-12-22,0.0,0.0,0.0,0.0,0.0
2004-12-23,0.0,0.0,0.0,0.0,0.0
2004-12-24,0.0,0.0,0.0,0.0,0.0
2004-12-25,0.0,0.0,0.0,0.0,0.0
2004-12-26,0.0,0.0,0.0,0.0,0.0
2004-12-27,0.0,0.0,0.0,0.0,0.0
2004-12-28,0.0,0.0,0.0,0.0,0.0
2004-12-29,0.0,0.0,0.0,0.0,0.0
2004-12-30,0.0,0.0,0.0,0.0,0.0
2004-12-31,0.0,0.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0
2005-01-02,0.0,0.0,0.0,0.0,0.0
2005-01-03,0.0,0.0,0.0,0.0,0.0
2005-01-04,0.0,0.0,0.0,0.0,0.0
2005-01-05,0.0,0.0,0.0,0.0,0.0
2005-01-06,0.0,0.0,0.0,0.0,0.0
2005-01-07,0.0,0.0,0.0,0.0,0.0
2005-01-08,0.0,0.0,0.0,0.0,0.0
2005-01-09,0.0,0.0,0.0,0.0,0.0
2005-01-10,0.0,0.0,0.0,0.0,0.0
2005-01-11,0.0,0.0,0.0,0.0,0.0
2005-01-12,0.0,0.0,0.0,0.0,0.0
2005-01-13,0.0,0.0,0.0,0.0,0.0
2005-01-14,0.0,0.0,0.0,0.0,0.0
2005-01-15,0.0,0.0,0.0,0.0,0.0
2005-01-16,0.0,0.0,0.0,0.0,0.0
2005-01-17,0.0,0.0,0.0,0.0,0.0
2005-01-18,0.0,0.0,0.0,0.0,0.0
2005-01-19,0.0,0.0,0.0,0.0,0.0
2005-01-20,0.0,0.0,0.0,0.0,0.0
2005-01-21,0.0,0.0,0.0,0.0,0.0
2005-01-22,0.0,0.0,0.0,0.0,0.0
2005-01-23,0.0,0.0,0.0,0.0,0.0
2005-01-24,0.0,0.0,0.0,0.0,0.0
2005-01-25,0.0,0.0,0.0,0.0,0.0
2005-01-26,0.0,0.0,0.0,0.0,0.0
2005-01-27,0.0,0.0,0.0,0.0,0.0
2005-01-28,0.0,0.0,0.0,0.0,0.0
2005-01-29,0.0,0.0,0.0,0.0,0.0
2005-01-30,0.0,0.0,0.0,0.0,0.0
2005-01-31,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0
2005-02-02,0.0,0.0,0.0,0.0,0.0
2005-02-03,0.0,0.0,0.0,0.0,0.0
2005-02-04,0.0,0.0,0.0,0.0,0.0
2005-02-05,0.0,0.0,0.0,0.0,0.0
2005-02-06,0.0,0.0,0.0,0.0,0.0
2005-02-07,0.0,0.0,0.0,0.0,0.0
2005-02-08,0.0,0.0,0.0,0.0,0.0
2005-02-09,0.0,0.0,0.0,0.0,0.0
2005-02-10,0.0,0.0,0.0,0.0,0.0
2005-02-11,0.0,0.0,0.0,0.0,0.0
2005-02-12,0.0,0.0,0.0,0.0,0.0
2005-02-13,0.0,0.0,0.0,0.0,0.0
2005-02-14,0.0,0.0,0.0,0.0,0.0
2005-02-15,0.0,0.0,0.0,0.0,0.0
2005-02-16,0.0,0.0,0.0,0.0,0.0
2005-02-17,0.0,0.0,0.0,0.0,0.0
2005-02-18,0.0,0.0,0.0,0.0,0.0
2005-02-19,0.0,0.0,0.0,0.0,0.0
2005-02-20,0.0,0.0,0.0,0.0,0.0
2005-02-21,0.0,0.0,0.0,0.0,0.0
2005-02-22,0.0,0.0,0.0,0.0,0.0
2005-02-23,0.0,0.0,0.0,0.0,0.0
2005-02-24,0.0,0.0,0.0,0.0,0.0
2005-02-25,0.0,0.0,0.0,0.0,0.0
2005-02-26,0.0,0.0,0.0,0.0,0.0
2005-02-27,0.0,0.0,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0
2005-03-02,0.0,0.0,0.0,0.0,0.0
2005-03-03,0.0,0.0,0.0,0.0,0.0
2005-03-04,0.0,0.0,0.0,0.0,0.0
2005-03-05,0.0,0.0,0.0,0.0,0.0
2005-03-06,0.0,0.0,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0,0.0,0.0
2005-03-09,0.0,0.0,0.0,0.0,0.0
2005-03-10,0.0,0.0,0.0,0.0,0.0
2005-03-11,0.7048404109477997,0.7048404109477997,0.6711886625650316,0.6902565165840346,0.6700718760490417
2005-03-12,0.0,0.0,0.0,0.0,0.0
2005-03-13,0.7058537918329238,0.7058537918329238,0.45008795764557147,0.18854785752707515,0.0
2005-03-14,0.0,0.0,0.0,0.0,0.0
2005-03-15,0.0,0.0,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0,0.0,0.0
2005-03-19,0.0,0.0,0.0,0.0,0.0
2005-03-20,0.0,0.0,0.0,0.0,0.0
2005-03-21,0.5775558483600616,0.5775558483600616,0.7356895282656646,0.5775558483600616,0.5542054641246795
2005-03-22,0.9837709212303162,0.9837709212303162,0.976250521471334,0.970651640398749,0.7272282600402832
2005-03-23,0.9229919403791428,0.9229919403791428,0.5802997824896213,0.8694022987834338,0.0
2005-03-24,0.0,0.0,0.0,0.14539116288053577,0.0
2005-03-25,0.0,0.0,0.0,0.0,0.0
2005-03-26,0.0,0.0,0.0,0.0,0.0
2005-03-27,0.0,0.0,0.0,0.0,0.0
2005-03-28,0.0,0.0,0.0,0.0,0.0
2005-03-29,0.0,0.0,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0
2005-04-02,0.0,0.0,0.0,0.0,0.0
2005-04-03,0.0,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0,0.0,0.0
2005-04-07,0.0,0.0,0.0,0.0,0.0
2005-04-08,0.0,0.0,0.0,0.0,0.0
2005-04-09,0.0,0.0,0.0,0.0,0.0
2005-04-10,0.0,0.0,0.0,0.0,0.0
2005-04-11,0.0,0.0,0.0,0.0,0.0
2005-04-12,0.0,0.0,0.0,0.0,0.0
2005-04-13,0.0,0.0,0.0,0.0,0.0
2005-04-14,0.0,0.0,0.0,0.0,0.0
2005-04-15,0.0,0.0,0.0,0.0,0.0
2005-04-16,0.0,0.0,0.0,0.0,0.0
2005-04-17,0.0,0.0,0.0,0.0,0.0
2005-04-18,0.0,0.0,0.0,0.0,0.0
2005-04-19,0.0,0.0,0.0,0.0,0.0
2005-04-20,0.0,0.0,0.0,0.0,0.0
2005-04-21,0.0,0.0,0.0,0.0,0.0
2005-04-22,0.0,0.0,0.0,0.0,0.0
2005-04-23,0.5536464133858681,0.5536464133858681,0.5453484494741572,0.571829984856063,0.6266807687282562
2005-04-24,0.0,0.0,0.0,0.0,0.0
2005-04-25,0.6984132927656174,0.6984132927656174,0.5682944134016369,0.6992358398437499,0.0
2005-04-26,0.0,0.0,0.0,0.0,0.0
2005-04-27,0.6565797239542007,0.6565797239542007,0.7596934920410777,0.6565797239542007,0.0
2005-04-28,0.8269123834371567,0.8269123834371567,0.8459871665682902,0.66975151181221,0.0
2005-04-29,0.8777201896905898,0.8777201896905898,0.8573457011649773,0.8055638193262034,0.6084818875789643
2005-04-30,1.0,1.0,0.9707472242172371,0.9773066902571711,0.749326901435852
2005-05-01,0.9392283201217652,0.9392283201217652,0.872315465918807,0.9334399209556907,0.0
2005-05-02,0.9952450382709502,0.9952450382709502,0.9719222128807113,0.8943054938316345,0.4843094450235367
2005-05-03,0.0,0.0,0.0,0.0,0.0
2005-05-04,0.0,0.0,0.0,0.0,0.0
2005-05-05,0.5710981506109237,0.5710981506109237,0.5510849779844283,0.5871690211830467,0.0
2005-05-06,0.9593723213672638,0.9593723213672638,0.9026994960668473,0.8653730478985557,0.8608210122585296
2005-05-07,0.782373604774475,0.782373604774475,0.8129531432168428,0.7836747509241104,0.0
2005-05-08,0.0,0.0,0.0,0.8032116323709487,0.6980769175291062
2005-05-09,0.6185255444049835,0.6185255444049835,0.6232240918486617,0.6630428482335189,0.5576245698332787
2005-05-10,0.0,0.0,0.0,0.0,0.0
2005-05-11,0.0,0.0,0.5187808983894281,0.12354826475011892,0.0
2005-05-12,0.9448182505369186,0.9448182505369186,0.8072024822235108,0.9448182505369186,0.5360382083058357
2005-05-13,0.5621150422096253,0.5621150422096253,0.0,0.5376122290923677,0.5493033215403557
2005-05-14,0.49443532049655914,0.49443532049655914,0.5859215252482615,0.5106009837471206,0.6224890601634979
2005-05-15,0.0,0.0,0.32363709079664804,0.0,0.0
2005-05-16,0.5665076094865799,0.5665076094865799,0.7570586930180705,0.0,0.5771612709760666
2005-05-17,0.5547251364588738,0.5547251364588738,0.7347137697075689,0.5717434588074684,0.8178322714567184
2005-05-18,0.5932087281346321,0.5932087281346321,0.7560037767887116,0.7030342567789143,0.0
2005-05-19,0.7008458828926086,0.7008458828926086,0.6483407379167024,0.7008458828926086,0.5527433064579963
2005-05-20,0.9452257376909255,0.9452257376909255,0.9317070062631785,0.9136886890797781,0.7551401925086975
2005-05-21,0.9092787355184555,0.9092787355184555,0.8737044092389039,0.9198539610155697,0.9243579238653182
2005-05-22,0.5053892242908478,0.5053892242908478,0.4964750641584396,0.5164206165486369,0.0
2005-05-23,0.7148238462209702,0.7148238462209702,0.8685897770731946,0.709081527796285,0.5104927664995194
2005-05-24,0.0,0.0,0.6250028256898702,0.0,0.0
2005-05-25,0.9255397087335586,0.9255397087335586,0.9116317184719928,0.9240625137090682,0.7155943214893341
2005-05-26,0.0,0.0,0.0,0.0,0.0
2005-05-27,0.6182806915044784,0.6182806915044784,0.31018286544916235,0.6169097490351776,0.49767513185739515
2005-05-28,0.742307448387146,0.742307448387146,0.5205877059906028,0.7084187972545624,0.0
2005-05-29,0.9884964740276336,0.9884964740276336,0.9658122855840727,0.9130594776827713,0.8873088312149048
2005-05-30,0.8352460366487503,0.8352460366487503,0.852980582034865,0.82189387759258,0.6362350803613662
2005-05-31,0.9387369555234909,0.9387369555234909,0.8890610897125198,0.8754931461811065,0.8179679322242737
2005-06-01,0.955653874874115,0.955653874874115,0.9097527607374413,0.8756920874529873,0.8577513718605041
2005-06-02,0.5988947606086731,0.5988947606086731,0.5353299379348755,0.5407609483599662,0.0
2005-06-03,0.9195283716917038,0.9195283716917038,0.9327096024502154,0.9124469661712646,0.7741027694940567
2005-06-04,0.9803786087036133,0.9803786087036133,0.9157313126325607,0.9050697252257117,0.8395151317119598
2005-06-05,0.969847337603569,0.969847337603569,0.8614809351466423,0.8464716225862503,0.8573767721652984
2005-06-06,0.9950997132062912,0.9950997132062912,0.8837052593674769,0.9013506022815045,0.9040910995006561
2005-06-07,0.7147944205999374,0.7147944205999374,0.0,0.7394177514314652,0.7799134641885758
2005-06-08,0.9733669447898865,0.9733669447898865,0.9264661361034525,0.9431520222589888,0.9196659797430038
2005-06-09,0.0,0.0,0.0,0.0,0.0
2005-06-10,0.6140606391429901,0.6140606391429901,0.6308863313530766,0.607394994867259,0.6269269919395447
2005-06-11,0.506044485270977,0.506044485270977,0.5510880632802496,0.48699009746313093,0.5302835160493851
2005-06-12,0.5689021554589271,0.5689021554589271,0.5723298017091529,0.5735721348174686,0.0
2005-06-13,0.0,0.0,0.0,0.0,0.0
2005-06-14,0.5539127945899963,0.5539127945899963,0.5636795010400372,0.5506563952565193,0.5200540018081665
2005-06-15,0.0,0.0,0.7264430887338726,0.0,0.5600895425677299
2005-06-16,0.0,0.0,0.5237299720215242,0.0,0.0
2005-06-17,0.0,0.0,0.20678034000618511,0.0,0.0
2005-06-18,0.0,0.0,0.49081741154193875,0.0,0.0
2005-06-19,0.6124446099996567,0.6124446099996567,0.5881833976299263,0.6050625294446945,0.5414917206764222
2005-06-20,0.5220269247889519,0.5220269247889519,0.6344301638561625,0.3960204257019635,0.0
2005-06-21,0.5043178576231002,0.5043178576231002,0.2659621791922769,0.5180829179286957,0.0
2005-06-22,0.9964523541927337,0.9964523541927337,0.9152353238643602,0.9848296964579615,1.0
2005-06-23,1.0,1.0,0.979000225330508,1.0,1.0
2005-06-24,0.9972029960155486,0.9972029960155486,0.9850928786604903,0.9825589920117936,1.0
2005-06-25,1.0,1.0,0.8735564643144608,1.0,0.7155646795034408
2005-06-26,0.9209256559610367,0.9209256559610367,0.888102972438169,0.8946922820806503,0.7188768649101257
2005-06-27,0.544870257973671,0.544870257973671,0.527213659286499,0.5388611343194698,0.5049262395501136
2005-06-28,0.5928423142433167,0.5928423142433167,0.5959478829489198,0.5942938078580232,0.5146551936864853
2005-06-29,0.0,0.0,0.7270883038432098,0.0,0.6306847447156906
2005-06-30,0.8474663960933685,0.8474663960933685,0.8536853041898372,0.846589158444569,0.7272117441892624
2005-07-01,0.9261181962490082,0.9261181962490082,0.9520370024581287,0.9134262161213775,0.9458014845848083
2005-07-02,0.9930796587467193,0.9930796587467193,0.976205572929493,0.9930796587467193,0.8080646961927413
2005-07-03,0.5611926788091659,0.5611926788091659,0.491303338505501,0.0,0.5166525658965111
2005-07-04,0.9762878704071045,0.9762878704071045,0.9495782472782355,0.9685318168689464,0.8625813567638397
2005-07-05,0.6701150768995285,0.6701150768995285,0.6772451947040334,0.664184804558754,0.6016548910737037
2005-07-06,0.636336916089058,0.636336916089058,0.5526421106000279,0.6604736423492431,0.0
2005-07-07,1.0,1.0,0.9988137602806091,1.0,0.9379483056068421
2005-07-08,0.6956079059839249,0.6956079059839249,0.8678502403026401,0.7144262621114994,0.6068542468547821
2005-07-09,1.0,1.0,0.9974814592683038,1.0,0.911639420390129
2005-07-10,1.0,1.0,1.0,1.0,1.0
2005-07-11,0.9194088661670684,0.9194088661670684,0.8869038901218147,0.9105144673585891,0.0
2005-07-12,1.0,1.0,1.0,0.9873930132389068,1.0
2005-07-13,0.5291108906269073,0.5291108906269073,0.5559167130949885,0.5212544835847,0.0
2005-07-14,1.0,1.0,1.0,1.0,0.9933104479312896
2005-07-15,0.5767973092198372,0.5767973092198372,0.6398126213356505,0.5817325009148696,0.0
2005-07-16,0.8844670230150222,0.8844670230150222,0.8676328992843627,0.8640784573554993,0.8262904065847396
2005-07-17,0.958644830584526,0.958644830584526,0.9331214252876682,0.9548711936432739,0.9830688172578811
2005-07-18,0.9791883134841919,0.9791883134841919,0.9563690328598022,0.9765781624152742,0.9059649634361266
2005-07-19,0.9755384546518325,0.9755384546518325,0.978441787625468,0.9263304427163355,0.8681681138277053
2005-07-20,0.0,0.0,0.0,0.0,0.0
2005-07-21,0.9596551823616027,0.9596551823616027,0.9875695283884226,0.9153678196668624,0.8797759443521499
2005-07-22,0.9880772310495376,0.9880772310495376,0.9522410529713298,0.9863520818948746,0.9288216030597687
2005-07-23,1.0,1.0,0.9887037515640259,0.9970698595046997,0.8904967510700226
2005-07-24,1.0,1.0,0.9635128437086592,1.0,1.0
2005-07-25,0.9355165088176727,0.9355165088176727,0.9527975249429081,0.9355165088176727,0.8775433474779128
2005-07-26,1.0,1.0,0.9927446991066599,1.0,1.0
2005-07-27,0.9488836741447448,0.9488836741447448,0.9462140168977338,0.9488836741447448,0.8283019506931305
2005-07-28,1.0,1.0,1.0,1.0,0.5914980033040047
2005-07-29,0.0,0.0,0.0,0.0,0.0
2005-07-30,0.0,0.0,0.0,0.0,0.0
2005-07-31,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0
2005-08-02,0.0,0.0,0.0,0.0,0.0
2005-08-03,0.0,0.0,0.9110447726000187,0.0,0.0
2005-08-04,1.0,1.0,1.0,1.0,1.0
2005-08-05,0.8980510580539703,0.8980510580539703,0.8818048697710037,0.8695523465707382,0.6483256208896637
2005-08-06,1.0,1.0,0.9966611630556192,0.9681597240217801,0.9423632305860519
2005-08-07,0.9343073898553848,0.9343073898553848,0.8855638486146926,0.9246995639801026,0.8009725445508956
2005-08-08,1.0,1.0,1.0,1.0,0.9185563164949417
2005-08-09,1.0,1.0,0.9991356072037718,1.0,1.0
2005-08-10,0.9825156444311142,0.9825156444311142,1.0,0.9365794571514787,0.9572856265306473
2005-08-11,1.0,1.0,1.0,1.0,1.0
2005-08-12,0.532047033905983,0.532047033905983,0.5583456979795943,0.5407462355494499,0.0
2005-08-13,0.5538920956850052,0.5538920956850052,0.6034143952782763,0.5441661445436806,0.5644791889190673
2005-08-14,0.7510145473480224,0.7510145473480224,0.767315677210342,0.7510145473480224,0.0
2005-08-15,0.5609225112199783,0.5609225112199783,0.0,0.5489447527404488,0.5714173969626426
2005-08-16,0.7480385208129883,0.7480385208129883,0.6931431311646172,0.7928261290130943,0.6130713468790054
2005-08-17,0.0,0.0,0.0,0.0,0.0
2005-08-18,0.9225439208745956,0.9225439208745956,0.9186432113065276,0.9069453847408294,0.9705227565765381
2005-08-19,0.9701053166389465,0.9701053166389465,0.9271061265884442,0.95995020952718,0.7086700689792633
2005-08-20,0.8554796850681304,0.8554796850681304,0.873607687437257,0.7629777210950851,0.7648721396923065
2005-08-21,0.9669323259592056,0.9669323259592056,0.9640004328239794,0.9669323259592056,0.8373123210668564
2005-08-22,0.564491161108017,0.564491161108017,0.6215484348979107,0.5710204084782764,0.0
2005-08-23,0.0,0.0,0.06879095989604328,0.0,0.0
2005-08-24,0.889720794558525,0.889720794558525,0.9049017146437666,0.8444565992314239,0.8815580695867539
2005-08-25,0.8916346138715744,0.8916346138715744,0.9158971202373505,0.8880217285608424,0.8814022868871688
2005-08-26,0.0,0.0,0.0,0.0,0.0
2005-08-27,0.0,0.0,0.0,0.0,0.0
2005-08-28,0.0,0.0,0.0,0.0,0.0
2005-08-29,0.8407757455110549,0.8407757455110549,0.7692310798445412,0.6654403636270556,0.0
2005-08-30,0.643041990995407,0.643041990995407,0.6571443607640819,0.6442933011054992,0.5812147223949432
2005-08-31,0.8710507428646087,0.8710507428646087,0.8567917937040327,0.8696962093073746,0.8734759044647217
2005-09-01,0.7840800023078919,0.7840800023078919,0.8760708923533904,0.8192444475971419,0.9358559852838516
2005-09-02,0.6378451234102249,0.6378451234102249,0.6224343919754028,0.6414251237491082,0.602092849612236
2005-09-03,0.7033565086126328,0.7033565086126328,0.7226660677444101,0.7098929233797665,0.5118125200271606
2005-09-04,0.0,0.0,0.0,0.0,0.0
2005-09-05,0.0,0.0,0.0,0.0,0.0
2005-09-06,0.9171785771846771,0.9171785771846771,0.9182362407445908,0.9171785771846771,0.9353969311714172
2005-09-07,1.0,1.0,1.0,1.0,1.0
2005-09-08,1.0,1.0,1.0,1.0,1.0
2005-09-09,0.0,0.0,0.0,0.0,0.0
2005-09-10,0.6710363584756851,0.6710363584756851,0.6199530895643456,0.6300685052625064,0.5420763745903968
2005-09-11,0.8160950058698654,0.8160950058698654,0.8049175015715665,0.8142879514242041,0.8032463228702545
2005-09-12,0.948224121928215,0.948224121928215,0.9452478538696155,0.9465833550691605,0.9751093310117721
2005-09-13,0.7260502976179123,0.7260502976179123,0.7290144073131473,0.7197435504198074,0.6741097491979599
2005-09-14,1.0,1.0,0.9963371390658755,1.0,1.0
2005-09-15,0.9613276106119155,0.9613276106119155,0.9279013848581977,0.9631205640373558,0.9576884979009628
2005-09-16,1.0,1.0,1.0,1.0,0.9649704015254974
2005-09-17,1.0,1.0,0.981241512021353,0.9990347707682644,1.0
2005-09-18,1.0,1.0,1.0,1.0,0.9996509480476379
2005-09-19,1.0,1.0,1.0,1.0,1.0
2005-09-20,1.0,1.0,1.0,1.0,1.0
2005-09-21,0.6994679993391036,0.6994679993391036,1.0,0.8525520521402359,0.0
2005-09-22,0.5863450217247009,0.5863450217247009,0.7273952400407125,0.5395265507698059,0.0
2005-09-23,0.0,0.0,0.0,0.0,0.0
2005-09-24,0.5555377668142318,0.5555377668142318,0.6376858470051787,0.5859617264003589,1.0
2005-09-25,0.9405081903934478,0.9405081903934478,0.921588405010312,0.9032641530036926,0.8831174111366271
2005-09-26,0.9989014601707458,0.9989014601707458,0.9498507563042086,1.0,0.9919945168495178
2005-09-27,0.0,0.0,0.0,0.5197720162210793,0.9926992172002792
2005-09-28,1.0,1.0,1.0,0.9561814445257186,0.9217649352550507
2005-09-29,0.6703035306930542,0.6703035306930542,0.6521849729016769,0.6730169624090194,0.5061230617761612
2005-09-30,0.9432723957300186,0.9432723957300186,0.9524851091795189,0.9321924656218497,0.8506250345706939
2005-10-01,0.0,0.0,0.8398201105622357,0.0,0.0
2005-10-02,0.0,0.0,0.0,0.0,0.0
2005-10-03,0.9429182785749435,0.9429182785749435,0.8538354563713073,0.9429182785749435,0.930380944609642
2005-10-04,0.9429468387365341,0.9429468387365341,0.9455112839576809,0.9603843990893199,0.8396699047088623
2005-10-05,0.9501752281188964,0.9501752281188964,0.9187323838195135,0.9065106157187758,0.6813171511888504
2005-10-06,1.0,1.0,1.0,1.0,0.9850520896911621
2005-10-07,1.0,1.0,0.9978206271210381,1.0,1.0
2005-10-08,1.0,1.0,1.0,1.0,0.7394764584302902
2005-10-09,1.0,1.0,1.0,1.0,0.8991264635324477
2005-10-10,1.0,1.0,1.0,1.0,0.9617717355489731
2005-10-11,1.0,1.0,1.0,1.0,1.0
2005-10-12,1.0,1.0,1.0,1.0,1.0
2005-10-13,1.0,1.0,1.0,1.0,1.0
2005-10-14,1.0,1.0,1.0,1.0,1.0
2005-10-15,1.0,1.0,1.0,1.0,0.0
2005-10-16,1.0,1.0,1.0,1.0,0.9499862694740295
2005-10-17,0.7473882722854615,0.7473882722854615,0.9202373205090677,0.7556755512952804,0.0
2005-10-18,1.0,1.0,1.0,1.0,0.9209716695547103
2005-10-19,1.0,1.0,1.0,1.0,1.0
