,0,1,2,3,4,5
2005-08-25,0.0,0.0,0.0,0.1388585290464984,0.6924534187881528,0.6708011085518476
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-27,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-28,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-29,0.0,0.09037991664147488,0.02638385010713646,0.077935712116128,0.23125385508576501,0.48622480284548397
2005-08-30,0.16308266836628296,0.22692152730761198,0.4423094394234131,0.4539710715072016,0.46668338422905725,0.4655106667128653
2005-08-31,0.005379535534298475,0.5047109897027976,0.6896206153232401,0.701428328193778,0.7032428317464912,0.689907044393468
2005-09-01,0.0,0.05236480418076541,0.7567467319422233,0.7115589424021393,0.6883302859694584,0.7013123850803045
2005-09-02,0.22092210348176114,0.3825163654482024,0.47483286034095307,0.4881490854584946,0.46898235762519763,0.4646853029100068
2005-09-03,0.0,0.0,0.0,0.161387490343917,0.36844834048691344,0.495924742249801
2005-09-04,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-06,0.0,0.0,0.05391408303187107,0.5972309391205279,0.6729305857056592,0.645125510177745
2005-09-07,0.0,0.0,0.015462656650794094,0.565947727845089,0.8226063179348995,0.7468246301595522
2005-09-08,0.0,0.0,0.00046857793816401075,0.44377360816422046,0.8227283308984327,0.7568319164196899
2005-09-09,0.0,0.0,0.0,0.011585842000835869,0.00887203706653521,0.0
2005-09-10,0.0,0.0,0.15876351985351853,0.5418411890931054,0.5826035287827138,0.4911054079687309
2005-09-11,0.0,0.0,0.16419990119089425,0.6234334961828215,0.6371301845537874,0.6333800723086372
2005-09-12,0.0,0.0,0.07681655811707468,0.6761442933183383,0.8060439757006825,0.7749384761370341
2005-09-13,0.0,0.0,0.004634688713118129,0.2810156102150397,0.6357216669833724,0.7125062428509361
2005-09-14,0.0,0.0,0.007550270884311006,0.45817671919832015,0.817770951932005,0.7872426445072624
2005-09-15,0.0,0.0,0.005270362266540197,0.39591125369604535,0.7617868362517219,0.7486347462504799
2005-09-16,0.0,0.0,0.005298853730321879,0.3613163758231755,0.7884225410366947,0.7561159486230665
2005-09-17,0.0,0.0,0.00044625779364339285,0.36029304520695027,0.7825067774570147,0.7472336092347989
2005-09-18,0.0,0.0,0.0,0.24644544846924948,0.7499353842132112,0.7438690506844022
2005-09-19,0.0,0.0,0.002213982271411585,0.25478680068183923,0.7775504890465197,0.7613552962018454
2005-09-20,0.0,0.0,0.004575867942147867,0.24328777772144,0.6916483537810322,0.7114215102782513
2005-09-21,0.0,0.0,0.0,0.1292664082893733,0.6415768873945883,0.7041859580821506
2005-09-22,0.0,0.0,0.0,0.06532135523870446,0.34905557697141804,0.5170622832728883
2005-09-23,,,,,,
2005-09-24,0.0,0.0,0.0,0.12644837339558096,0.6317323444767079,0.7236587812034659
2005-09-25,0.0,0.0,0.00022908949024663246,0.11772545801551741,0.5278249459810367,0.6737513517560019
2005-09-26,0.0,0.0,0.000248072904239026,0.16414008953446924,0.6229745435642533,0.7017348510370836
2005-09-27,0.0,0.0,0.0,0.11260632936789687,0.11963147718681928,0.0
2005-09-28,0.0,0.0,0.0,0.10567152373328358,0.5640093152679965,0.6990783311317835
2005-09-29,0.0,0.0,0.0,0.02171633208203733,0.41317465884099863,0.5677874561899555
2005-09-30,0.0,0.0,0.00043949724409397844,0.1602469090435291,0.613476848334285,0.692705763236798
2005-10-01,0.0,0.0,0.0,0.017646381913811324,0.010065934797927951,0.07270262861811207
2005-10-02,0.0,0.0,0.0,0.00042587274651445506,0.11420161028942216,0.007098586815579931
2005-10-03,0.0,0.0,0.024493978508061787,0.49249398759402624,0.6772986558821384,0.6954991574889027
2005-10-04,0.0,0.0,0.0,0.10150615506470198,0.5938303550810387,0.6799962411435966
2005-10-05,0.0,0.0,0.0,0.05852558900868225,0.5134001030969932,0.7176785351472638
2005-10-06,0.0,0.0,0.0,0.07251023732605125,0.4952855671322821,0.671081073266455
2005-10-07,0.0,0.0,0.0,0.06802231778187355,0.5331565356968979,0.7047565003345537
2005-10-08,0.0,0.0,0.0,0.08627659628964779,0.5206597329644197,0.6745700270529711
2005-10-09,0.0,0.0,0.0,0.06878617295263356,0.47397410708107973,0.6730653821979667
2005-10-10,0.0,0.0,0.0,0.07567771398087263,0.5038186661001399,0.6918322653156281
2005-10-11,0.0,0.0,0.0,0.059744450610120924,0.4154976931104944,0.6613240830202497
2005-10-12,0.0,0.0,0.0,0.03390307859878574,0.4331355000487997,0.6445649281725634
2005-10-13,0.0,,,0.029679607006514508,0.299612876923995,0.6419123815939364
2005-10-14,0.0,0.0,0.0,0.01863297329814016,0.3751252752289057,0.6140829973709422
2005-10-15,0.0,0.0,0.0,0.05515573629415861,0.35518444401552746,0.6203629038594746
2005-10-16,0.0,0.0,0.0,0.010929019374937019,0.29812438512555783,0.6322110505203384
2005-10-17,0.0,0.0,0.0,0.003384058865190668,0.01954412301982649,0.13046594753572469
2005-10-18,0.0,0.0,0.0,0.003941493488294728,0.24601308155083665,0.6096967047043388
2005-10-19,0.0,0.0,0.0,0.011984073725398071,0.26478129240304327,0.6054137811325145
2005-10-20,0.0,0.0,0.0,0.014801469331718149,0.20201714381963579,0.5832653049649821
2005-10-21,0.0,0.0,0.0,0.006494049839162437,0.23015503174106505,0.5774798335742519
2005-10-22,0.0,0.0,0.0,0.0012902810957564333,0.10010270099151296,0.35090272522783184
2005-10-23,0.0,0.0,0.0,0.0001315781056993501,0.12473992770073784,0.43182157808752014
2005-10-24,0.0,0.0,0.002660395139773521,0.224411556293649,0.46577177806359166,0.5612585547154733
2005-10-25,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-26,0.0,0.0,0.0,0.0013252693859670977,0.20547463366016513,0.5495325760933268
2005-10-27,0.0,0.0,0.0,0.0026946859253670044,0.1434896727170833,0.4964039101750767
2005-10-28,0.0,0.0,0.0,0.0,0.1393976911111533,0.5296803638999019
2005-10-29,0.0,0.0,0.0,0.000637789559991303,0.12287547692031198,0.5217245884038115
2005-10-30,0.0,0.0,0.0,0.004979833004547442,0.16202103063757237,0.4908109163664335
2005-10-31,0.0,0.0,0.0,0.001506851894689805,0.12477105302149961,0.38962968414070126
2005-11-01,0.0,0.0,0.0,0.0,0.12496223445655975,0.43818142201046023
2005-11-02,0.0,0.0,0.0,0.0,0.10812883908967011,0.4664667178732888
2005-11-03,0.0,0.0,0.0,0.0,0.08518399873617966,0.42474927062020235
2005-11-04,0.0,0.0,0.0,0.0,0.08957046536614427,0.4937739042694101
2005-11-05,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-06,0.0,0.0,0.0,0.0,0.0691369505542363,0.41470192164817676
2005-11-07,0.0,0.0,0.0,0.0,0.061040141922777916,0.38765351053684977
2005-11-08,0.0,0.0,0.0,0.0,0.004458952065533924,0.23947483690012755
2005-11-09,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-10,0.0,0.0,0.0,0.0,0.03440825787026457,0.3286613737292516
2005-11-11,0.0,0.0,0.0,0.0,0.021245945767829316,0.3209956933686059
2005-11-12,0.0,0.0,0.0,0.0,0.03230082432573966,0.30506022688672974
2005-11-13,0.0,0.0,0.0,0.0,0.028851021792765986,0.33435720046913064
2005-11-14,0.0,0.0,0.0,0.0,0.021847781728159883,0.14588093901753632
2005-11-15,0.0,0.0,0.0,0.0,0.021204673383822203,0.2265012320331732
2005-11-16,0.0,0.0,0.0,0.0,0.007565899443801251,0.0012391059270794383
2005-11-17,0.30951585137628085,0.24377530800803726,0.4830748091953749,0.48786085921589406,0.37224415596902266,0.473422884955371
2005-11-18,0.0,0.0,0.0,0.0,0.017893703941473403,0.1390859787832872
2005-11-19,0.0,0.0,0.0,0.0,0.015933398686231007,0.13887034215680547
2005-11-20,,,,,,
2005-11-21,0.0,0.0,0.0,0.0,0.00029627582140200943,0.11946244897070704
2005-11-22,0.0,0.0,0.0,0.0,0.007515310271434721,0.09334502640825329
2005-11-23,0.4481808477946809,0.4381469361898308,0.48904583352469955,0.46599698703028697,0.31339393605183274,0.47783934246674675
2005-11-24,0.0,0.0,0.0,0.0,0.0025930974493556928,0.17265780530878885
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-26,0.0,0.0,0.0,0.0,0.003985456256646749,0.1212759888326263
2005-11-27,0.0,0.0,0.0,0.0,0.0,0.10466844147405246
2005-11-28,0.0,0.0,0.0,0.0,0.0002636101756821236,0.10784857026092856
2005-11-29,0.0,0.0,0.0,0.0,0.0,0.10085456788554159
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.002151817307436377,0.08990371610406546
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-03,0.0,0.0,0.0,0.0,0.0,0.06148794543837315
2005-12-04,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-05,0.0,0.0,0.0,0.0,0.0,0.015452372312888256
2005-12-06,0.0,0.0,0.0,0.0,0.0,0.06192190735740243
2005-12-07,,,,,,
2005-12-08,0.0,0.0,0.0,0.0,0.0,0.03196793843149027
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-10,0.0,0.0,0.0,0.0,0.0,0.04344359903578728
2005-12-11,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-13,,,,,,
2005-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-15,,,,,,
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-20,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-24,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-27,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-29,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-11,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-12,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-14,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-15,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-18,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-19,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-23,0.0,0.0,0.0,0.0,0.001703183807007953,0.0
2006-01-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-25,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-26,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-02,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-04,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-05,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-06,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-08,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-09,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-11,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-14,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-15,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-16,0.0,0.0,0.0,0.0,0.030072884678359373,0.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-18,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-19,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-21,0.0,0.0,0.0,,,0.0
2006-02-22,0,0,0,0,0,0
2006-02-23,0,0,0,0,0,0
2006-02-24,0,0,0,0,0,0
2006-02-25,0,0,0,0,0,0
2006-02-26,0,0,0,0,0,0
2006-02-27,0,0,0,0,0,0
2006-02-28,0,0,0,0,0,0
2006-03-01,0,0,0,0,0,0
2006-03-02,0,0,0,0,0,0
2006-03-03,0,0,0,0,0,0
2006-03-04,0,0,0,0,0,0
2006-03-05,0,0,0,0,0,0
2006-03-06,0,0,0,0,0,0
2006-03-07,0,0,0,0,0,0
2006-03-08,0,0,0,0,0,0
2006-03-09,0,0,0,0,0,0
2006-03-10,0,0,0,0,0,0
2006-03-11,0,0,0,0,0,0
2006-03-12,0,0,0,0,0,0
2006-03-13,0,0,0,0,0,0
2006-03-14,0,0,0,0,0,0
2006-03-15,0,0,0,0,0,0
2006-03-16,0,0,0,0,0,0
2006-03-17,0,0,0,0,0,0
2006-03-18,0,0,0,0,0,0
2006-03-19,0,0,0,0,0,0
2006-03-20,0,0,0,0,0,0
2006-03-21,0,0,0,0,0,0
2006-03-22,0,0,0,0,0,0
2006-03-23,0,0,0,0,0,0
2006-03-24,0,0,0,0,0,0
2006-03-25,0,0,0,0,0,0
2006-03-26,0,0,0,0,0,0
2006-03-27,0,0,0,0,0,0
2006-03-28,0,0,0,0,0,0
2006-03-29,0,0,0,0,0,0
2006-03-30,0,0,0,0,0,0
2006-03-31,0,0,0,0,0,0
2006-04-01,0,0,0,0,0,0
2006-04-02,0,0,0,0,0,0
2006-04-03,0,0,0,0,0,0
2006-04-04,0,0,0,0,0,0
2006-04-05,0,0,0,0,0,0
2006-04-06,0,0,0,0,0,0
2006-04-07,0,0,0,0,0,0
2006-04-08,0,0,0,0,0,0
2006-04-09,0,0,0,0,0,0
2006-04-10,0,0,0,0,0,0
2006-04-11,0,0,0,0,0,0
2006-04-12,0,0,0,0,0,0
2006-04-13,0,0,0,0,0,0
2006-04-14,0,0,0,0,0,0
2006-04-15,0,0,0,0,0,0
2006-04-16,0,0,0,0,0,0
2006-04-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-18,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-25,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-29,0.0,0.031076711744851146,0.0,0.0,0.033451389531708814,0.0
2006-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-02,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-06,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-08,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-09,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-14,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-15,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-16,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-21,0.0,0.0,0.0,0.0,0.02980507627615793,0.09760174702479278
2006-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-23,0.0,0.010847736029224704,0.0,0.0,0.0,0.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-26,0.0,0.0,0.0,0.0,0.004539050471187058,0.06841948617723306
2006-05-27,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-28,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-29,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.007818223445470712,0.014528710205545057,0.10844622962583425,0.004905863933516608,0.0760275940875674
2006-06-03,0.0,0.0,0.0,0.0,0.19228171758609525,0.45180850409850704
2006-06-04,0.0,0.0,0.0,0.0,0.05079309302666236,0.36378489836055133
2006-06-05,0.24950142677596535,0.2136591588870552,0.2559266346547071,0.1017795588841933,0.09429555469837238,0.0
2006-06-06,0.4391651972355901,0.39130190068120846,0.38754947952908086,0.4378931887661612,0.4402258030168128,0.4624712413254041
2006-06-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-08,0.0,0.1722074162473481,0.03449608306131301,0.001067611580205108,0.12216397885969554,0.2846279128804458
2006-06-09,0.0,0.0034774617358329495,0.4704864838735358,0.5053061917667832,0.5558570346430173,0.6474297153898367
2006-06-10,0.0,0.017064936915499013,0.4502344283356866,0.6413482988094278,0.6048062942570821,0.6433733243933129
2006-06-11,0.0,0.0,0.0,0.0037934363838145395,0.202232051165136,0.562924926292962
2006-06-12,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-13,0.0,0.0,0.023926363377865724,0.6763743848570732,0.7930097147486268,0.7384448384222643
2006-06-14,0.0,0.0,0.008645230171155581,0.44715153440789884,0.6310983060423924,0.57171141156632
2006-06-15,0.0,0.0,0.0048984931791559065,0.33204710136156956,0.7312530453592379,0.6753129712810979
2006-06-16,0.0,0.0,0.0,0.15215003037778824,0.675275126896331,0.6516251586714744
2006-06-17,0.0,0.0,0.00407400551645679,0.1605749163272737,0.6738685417568919,0.6215593937212754
2006-06-18,0.0,0.0,9.25218411158756e-05,0.17509304769040368,0.6979063696185986,0.5921825171301803
2006-06-19,0.0,0.0,0.0,0.07723728105187698,0.5183877776937754,0.47788855923629153
2006-06-20,,,,,,
2006-06-21,,,,,,
2006-06-22,0.0,0.0,0.0,0.055736792390615464,0.5375990665227406,0.4330303037183721
2006-06-23,0.0,0.0,0.0,0.043523549693175304,0.4649077615675792,0.45852025385847045
2006-06-24,0.21537724253385407,0.35590373074686865,0.2811965685867756,0.335674281938454,0.2659808152739422,0.0008670212707651957
2006-06-25,0.0,0.0,0.0,0.04308018527421631,0.46180485966057766,0.370265995226096
2006-06-26,0.0,0.0,0.0,0.01966073464113088,0.2972660432234222,0.23979130724071748
2006-06-27,0.0,0.0,0.0,0.011671903595889025,0.3280701095513527,0.3367072836559928
2006-06-28,0.0,0.0,0.0,0.011803315397135292,0.1515920450422136,0.09239036815144215
2006-06-29,0.0,0.0,0.0,0.001117671586870626,0.06181972990093764,0.05512422738475952
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0023439662056714164,0.12003309486896854,0.20788586073324736
2006-07-02,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-04,0.0,0.0,0.0,0.0015701894900022814,0.08296599289197261,0.1958609150162091
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.04778659295206129,0.20675915485367932
2006-07-07,0.0,0.0,0.05989376943611323,0.30814102614611677,0.37483070083653786,0.2608836087807817
2006-07-08,0.0,0.0,0.03265506465487019,0.6590061756284555,0.7258782573719021,0.6555735135523647
2006-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-10,0.0,0.0,0.029400243840701605,0.33827036688088746,0.4695147325398371,0.4800481202430009
2006-07-11,0.5658392361049884,0.5699874402804187,0.49001451802732365,0.10432164380278407,0.34591948761589525,0.5197523866782557
2006-07-12,0.0,0.0914623560810765,0.05398435602863999,0.27620285918397147,0.45391466437416983,0.4346691583200081
2006-07-13,0.5070667654469356,0.45956543965817187,0.43435335960709837,0.470107385067478,0.5074895522375583,0.5072531527113854
2006-07-14,0.0,0.0,0.0,0.359215330090433,0.7203821624531613,0.7153506360757232
2006-07-15,0.0,0.0,0.0003073928460566467,0.3476213065072932,0.8230508626508531,0.7595105195319454
2006-07-16,0.0,0.0,0.0,0.0,0.05001112072804428,0.42487636371209125
2006-07-17,0.0,0.0,0.00028077406984747136,0.21204646452949127,0.7712061640860758,0.734330948214797
2006-07-18,0.0,0.0,0.0,0.22565520784787152,0.770169027902214,0.7465344960534863
2006-07-19,0.0,0.0,0.0002399024283774545,0.16286827678952306,0.7187230052563955,0.7277502204517388
2006-07-20,0.0,0.0,0.0,0.14037026951579082,0.7362969598408878,0.7458224012459587
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-22,0.0,0.00858675371033489,0.36493909764131005,0.43450083553843205,0.4644128286139587,0.5005512803272111
2006-07-23,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-24,0.0,0.0009753236337662892,0.1791508612698463,0.4180994137565033,0.49916587564948667,0.49286596874086835
2006-07-25,0.0,0.0,0.0,0.05922041328368512,0.16716507343737003,0.02964196414618736
2006-07-26,0.02848414501967373,0.18905403584610345,0.24310072476618752,0.12756691508316656,0.022317722305650513,0.012210627634730216
2006-07-27,0.20624553656557265,0.7925621016836997,0.7279390473371353,0.7192177280680025,0.6993568202697236,0.6609881470612656
2006-07-28,0.03733771695218429,0.6350131189888014,0.7373805747632748,0.7170654818616725,0.6934750135487827,0.6699554210277676
2006-07-29,0.0,0.43811660935478625,0.7382528099140191,0.7406495132088551,0.696724979251556,0.6298767634490646
2006-07-30,0.0,0.3000237866911597,0.7101010281648055,0.729736135151772,0.6844497041228244,0.6761481228244629
2006-07-31,0.0,0.16473348066358273,0.5130390672238178,0.6681532905480935,0.7374002191496228,0.6761406473431943
2006-08-01,0.0,0.0,0.00832695930979581,0.02949208041066013,0.14238802409533233,0.035728098360408245
2006-08-02,0.0,0.0,0.027563187254056994,0.551209511413703,0.7560175230564542,0.7428071645706329
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-04,0.4299334484342802,0.4390688777322207,0.47814026961729134,0.48624345843445993,0.45395893760776385,0.4692000005557433
2006-08-05,0.0,0.04148614046726902,0.35468222598415344,0.45577174232692713,0.47335079731062674,0.5253320721125018
2006-08-06,0.0,0.0,0.016846896535737902,0.46572874068434283,0.7612237807088282,0.7050898003184344
2006-08-07,0.0,0.0,0.004072356828565456,0.32051292065511644,0.5841058597248472,0.16117411959619368
2006-08-08,0.0,0.0,0.00036070419249133526,0.41356249113329524,0.730516702275046,0.7289569323103425
2006-08-09,0.0,0.0,0.0032157355338572296,0.3773510535309177,0.7750004181611662,0.7382345796772989
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-11,0.0,0.0,0.0,0.0034288274093296424,0.07480257646018186,0.0
2006-08-12,0.0,0.0,0.0,0.3403675488776605,0.759983750894214,0.7093342976162587
2006-08-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-14,0.0,0.0,0.0,0.26159378355180685,0.7134392130535628,0.6585660546568557
2006-08-15,0.0,0.0,0.0,0.10940405433940983,0.17461937635694377,0.5707437902624768
2006-08-16,0.0,0.0,0.00031236626076302175,0.21306820093352877,0.7359542827506153,0.7043069627172561
2006-08-17,0.0,0.0,0.0003091124408321011,0.23174638837357692,0.696113151762127,0.6780922681999344
2006-08-18,0.0,0.0,0.00042186838898043103,0.1977823908782064,0.7049299548166038,0.7054520311297372
2006-08-19,0.0,0.0,0.0,0.15233834981314417,0.6775737255519177,0.6578399783148847
2006-08-20,0.0,0.0,0.0002152354708898847,0.15131123049999382,0.6584520751540097,0.6566466319809299
2006-08-21,0.0,0.0,7.339055540653279e-05,0.17033142134309098,0.6702923359976967,0.5875877654235675
2006-08-22,0.0,0.0,0.0,0.11396401243114754,0.6132860239834567,0.6442114784724982
2006-08-23,,,,,,
2006-08-24,0.0,0.0,0.0,0.1401984313974639,0.5705692286015467,0.6182212847427002
2006-08-25,0.0,0.011065004934333827,0.3615134367406596,0.49744953022209404,0.54970592728992,0.5787072169144305
2006-08-26,0.0,0.0,0.0,0.20121332184451357,0.7234303201905948,0.7619114651730224
2006-08-27,0.0,0.0,0.0,0.11148018606220879,0.6585035951563666,0.7487881010532497
2006-08-28,0.0,0.0,0.0,0.1017492159542932,0.6224042669966853,0.7146433003644553
2006-08-29,0.0,0.0,0.0,0.07903248200965372,0.5387059032355173,0.6871603926260679
2006-08-30,0.0,0.0,0.00019356749588207787,0.06081846658766136,0.3871628553080352,0.5844278136365918
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.06061302326327614,0.503003628104412,0.6705973984123791
2006-09-02,0.0,0.0,0.0,0.09273779833244886,0.5119339729323247,0.6517406718309116
2006-09-03,0.0,0.0,0.0,0.012683014754834406,0.3765607305328347,0.6031654839499134
2006-09-04,0.0,0.0,0.0,0.05340976840100351,0.3175591404659711,0.49486987422977824
2006-09-05,0.0,0.0,0.0,0.04010399566495875,0.35968723848791617,0.47704119210840285
2006-09-06,0.44319952679759195,0.30592768244794905,0.34625652105946914,0.41587875618119,0.4811967204606483,0.4837753036988533
2006-09-07,0.31348179398136494,0.07449484627805954,0.16071891170620464,0.24927556761662945,0.3213453945745924,0.26019700683130725
